	Entry	Gene Names	Involvement in disease	Organism
10	Q13330	MTA1	DISEASE: Note=Involved in the epigenetic regulation of ESR1 expression in breast cancer in a TFAP2C, IFI16 and HDAC4/5/6-dependent manner. {ECO:0000269|PubMed:24413532}.	Homo sapiens (Human)
11	O43542	XRCC3	DISEASE: Breast cancer (BC) [MIM:114480]: A common malignancy originating from breast epithelial tissue. Breast neoplasms can be distinguished by their histologic pattern. Invasive ductal carcinoma is by far the most common type. Breast cancer is etiologically and genetically heterogeneous. Important genetic factors have been indicated by familial occurrence and bilateral involvement. Mutations at more than one locus can be involved in different families or even in the same case. {ECO:0000269|PubMed:12023982}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.; DISEASE: Melanoma, cutaneous malignant 6 (CMM6) [MIM:613972]: A malignant neoplasm of melanocytes, arising de novo or from a pre-existing benign nevus, which occurs most often in the skin but may also involve other sites. {ECO:0000269|PubMed:11059748}. Note=Disease susceptibility may be associated with variants affecting the gene represented in this entry. Variant p.Thr341Met has been reported to be associated with an increased risk for CMM6 (PubMed:11059748). Further studies have shown that this variant is functional in homology-directed DNA repair, and the association of XRCC3 with CMM6 has not been confirmed (PubMed:12037675, PubMed:12376526, PubMed:26137085, PubMed:26922354). {ECO:0000269|PubMed:11059748, ECO:0000269|PubMed:12037675, ECO:0000269|PubMed:12376526, ECO:0000269|PubMed:26137085, ECO:0000269|PubMed:26922354}.	Homo sapiens (Human)
12	P38398	BRCA1 RNF53	DISEASE: Breast cancer (BC) [MIM:114480]: A common malignancy originating from breast epithelial tissue. Breast neoplasms can be distinguished by their histologic pattern. Invasive ductal carcinoma is by far the most common type. Breast cancer is etiologically and genetically heterogeneous. Important genetic factors have been indicated by familial occurrence and bilateral involvement. Mutations at more than one locus can be involved in different families or even in the same case. {ECO:0000269|PubMed:10323242, ECO:0000269|PubMed:11114888, ECO:0000269|PubMed:11301010, ECO:0000269|PubMed:12427738, ECO:0000269|PubMed:12442275, ECO:0000269|PubMed:12938098, ECO:0000269|PubMed:14722926, ECO:0000269|PubMed:15133502, ECO:0000269|PubMed:18285836, ECO:0000269|PubMed:21473589, ECO:0000269|PubMed:23867111, ECO:0000269|PubMed:28364669, ECO:0000269|PubMed:7545954, ECO:0000269|PubMed:7894491, ECO:0000269|PubMed:7894493, ECO:0000269|PubMed:7939630, ECO:0000269|PubMed:8554067, ECO:0000269|PubMed:8723683, ECO:0000269|PubMed:8776600, ECO:0000269|PubMed:8807330, ECO:0000269|PubMed:9482581, ECO:0000269|PubMed:9609997, ECO:0000269|PubMed:9760198}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry. Mutations in BRCA1 are thought to be responsible for 45% of inherited breast cancer. Moreover, BRCA1 carriers have a 4-fold increased risk of colon cancer, whereas male carriers face a 3-fold increased risk of prostate cancer. Cells lacking BRCA1 show defects in DNA repair by homologous recombination.; DISEASE: Breast-ovarian cancer, familial, 1 (BROVCA1) [MIM:604370]: A condition associated with familial predisposition to cancer of the breast and ovaries. Characteristic features in affected families are an early age of onset of breast cancer (often before age 50), increased chance of bilateral cancers (cancer that develop in both breasts, or both ovaries, independently), frequent occurrence of breast cancer among men, increased incidence of tumors of other specific organs, such as the prostate. {ECO:0000269|PubMed:12938098, ECO:0000269|PubMed:14722926, ECO:0000269|PubMed:17924331, ECO:0000269|PubMed:20513136, ECO:0000269|PubMed:28364669, ECO:0000269|PubMed:8968716}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry. Mutations in BRCA1 are thought to be responsible for more than 80% of inherited breast-ovarian cancer.; DISEASE: Ovarian cancer (OC) [MIM:167000]: The term ovarian cancer defines malignancies originating from ovarian tissue. Although many histologic types of ovarian tumors have been described, epithelial ovarian carcinoma is the most common form. Ovarian cancers are often asymptomatic and the recognized signs and symptoms, even of late-stage disease, are vague. Consequently, most patients are diagnosed with advanced disease. {ECO:0000269|PubMed:10196379, ECO:0000269|PubMed:10486320, ECO:0000269|PubMed:14746861, ECO:0000269|PubMed:28364669}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.; DISEASE: Pancreatic cancer 4 (PNCA4) [MIM:614320]: A malignant neoplasm of the pancreas. Tumors can arise from both the exocrine and endocrine portions of the pancreas, but 95% of them develop from the exocrine portion, including the ductal epithelium, acinar cells, connective tissue, and lymphatic tissue. {ECO:0000269|PubMed:18762988}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.; DISEASE: Fanconi anemia, complementation group S (FANCS) [MIM:617883]: A form of Fanconi anemia, a disorder affecting all bone marrow elements and resulting in anemia, leukopenia and thrombopenia. It is associated with cardiac, renal and limb malformations, dermal pigmentary changes, and a predisposition to the development of malignancies. At the cellular level it is associated with hypersensitivity to DNA-damaging agents, chromosomal instability (increased chromosome breakage) and defective DNA repair. {ECO:0000269|PubMed:23269703, ECO:0000269|PubMed:25472942, ECO:0000269|PubMed:29133208}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.	Homo sapiens (Human)
13	P51587	BRCA2 FACD FANCD1	DISEASE: Breast cancer (BC) [MIM:114480]: A common malignancy originating from breast epithelial tissue. Breast neoplasms can be distinguished by their histologic pattern. Invasive ductal carcinoma is by far the most common type. Breast cancer is etiologically and genetically heterogeneous. Important genetic factors have been indicated by familial occurrence and bilateral involvement. Mutations at more than one locus can be involved in different families or even in the same case. {ECO:0000269|PubMed:10399947, ECO:0000269|PubMed:10978364, ECO:0000269|PubMed:11139248, ECO:0000269|PubMed:11149425, ECO:0000269|PubMed:11241844, ECO:0000269|PubMed:11948477, ECO:0000269|PubMed:12145750, ECO:0000269|PubMed:12373604, ECO:0000269|PubMed:12442274, ECO:0000269|PubMed:12442275, ECO:0000269|PubMed:12569143, ECO:0000269|PubMed:12938098, ECO:0000269|PubMed:14722926, ECO:0000269|PubMed:15026808, ECO:0000269|PubMed:15172753, ECO:0000269|PubMed:15365993, ECO:0000269|PubMed:16793542, ECO:0000269|PubMed:17924331, ECO:0000269|PubMed:23108138, ECO:0000269|PubMed:24013206, ECO:0000269|PubMed:29161300, ECO:0000269|PubMed:8640237, ECO:0000269|PubMed:9150152, ECO:0000269|PubMed:9609997, ECO:0000269|PubMed:9654203, ECO:0000269|PubMed:9971877}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.; DISEASE: Pancreatic cancer 2 (PNCA2) [MIM:613347]: A malignant neoplasm of the pancreas. Tumors can arise from both the exocrine and endocrine portions of the pancreas, but 95% of them develop from the exocrine portion, including the ductal epithelium, acinar cells, connective tissue, and lymphatic tissue. {ECO:0000269|PubMed:9140390}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Breast-ovarian cancer, familial, 2 (BROVCA2) [MIM:612555]: A condition associated with familial predisposition to cancer of the breast and ovaries. Characteristic features in affected families are an early age of onset of breast cancer (often before age 50), increased chance of bilateral cancers (cancer that develop in both breasts, or both ovaries, independently), frequent occurrence of breast cancer among men, increased incidence of tumors of other specific organs, such as the prostate. {ECO:0000269|PubMed:10584720, ECO:0000269|PubMed:11158174, ECO:0000269|PubMed:7658781, ECO:0000269|PubMed:9150155}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.; DISEASE: Fanconi anemia complementation group D1 (FANCD1) [MIM:605724]: A disorder affecting all bone marrow elements and resulting in anemia, leukopenia and thrombopenia. It is associated with cardiac, renal and limb malformations, dermal pigmentary changes, and a predisposition to the development of malignancies. At the cellular level it is associated with hypersensitivity to DNA-damaging agents, chromosomal instability (increased chromosome breakage) and defective DNA repair. {ECO:0000269|PubMed:12065746, ECO:0000269|PubMed:14670928, ECO:0000269|PubMed:16825431, ECO:0000269|PubMed:17924331, ECO:0000269|PubMed:21719596, ECO:0000269|PubMed:23108138}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Glioma 3 (GLM3) [MIM:613029]: Gliomas are benign or malignant central nervous system neoplasms derived from glial cells. They comprise astrocytomas and glioblastoma multiforme that are derived from astrocytes, oligodendrogliomas derived from oligodendrocytes and ependymomas derived from ependymocytes. {ECO:0000269|PubMed:15689453}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Medulloblastoma (MDB) [MIM:155255]: Malignant, invasive embryonal tumor of the cerebellum with a preferential manifestation in children. {ECO:0000269|PubMed:29753700}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.	Homo sapiens (Human)
14	Q02297	NRG1 GGF HGL HRGA NDF SMDF	DISEASE: Note=A chromosomal aberration involving NRG1 produces gamma-heregulin. Translocation t(8;11) with TENM4. The translocation fuses the 5'-end of TENM4 to NRG1 (isoform 8). The product of this translocation was first thought to be an alternatively spliced isoform. Gamma-heregulin is a soluble activating ligand for the ERBB2-ERBB3 receptor complex and acts as an autocrine growth factor in a specific breast cancer cell line (MDA-MB-175). Not detected in breast carcinoma samples, including ductal, lobular, medullary, and mucinous histological types, neither in other breast cancer cell lines.	Homo sapiens (Human)
15	P53778	MAPK12 ERK6 SAPK3	DISEASE: Note=MAPK is overexpressed in highly metastatic breast cancer cell lines and its expression is preferentially associated with basal-like and metastatic phenotypes of breast tumor samples.	Homo sapiens (Human)
16	Q86UY5	SACK1A FAM83A TSGP	DISEASE: Note=SACK1A is considered a proto-oncogene. It is overexpressed in various human tumor types, including breast, lung, testis, ovary and bladder tumors. Elevated expression is associated with elevated tumor grade, decreased overall survival and resistance to several drugs (PubMed:22886303, PubMed:24736947). In cancer cells with SACK1A overexpression, may be important for the activation of RAF1 and phosphoinositide 3-kinase PIK3R1/PIK3R2 regulatory subunit p85, even in the absence of stimulus (PubMed:22886303). In breast cancer cells, interacts with the regulatory subunit p85 of phosphoinositide 3-kinase PIK3R1/PIK3R2; this interaction is increased by EGF treatment (PubMed:22886303). In breast cancer cells, interacts with RAF1; this interaction is increased by EGF treatment and leads to increased RAF1 activation (PubMed:22886303, PubMed:24736947). {ECO:0000269|PubMed:22886303, ECO:0000269|PubMed:24736947}.	Homo sapiens (Human)
17	O43502	RAD51C RAD51L2	DISEASE: Fanconi anemia complementation group O (FANCO) [MIM:613390]: A disorder affecting all bone marrow elements and resulting in anemia, leukopenia and thrombopenia. It is associated with cardiac, renal and limb malformations, dermal pigmentary changes, and a predisposition to the development of malignancies. At the cellular level it is associated with hypersensitivity to DNA-damaging agents, chromosomal instability (increased chromosome breakage) and defective DNA repair. {ECO:0000269|PubMed:20400963, ECO:0000269|PubMed:24141787}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Breast-ovarian cancer, familial, 3 (BROVCA3) [MIM:613399]: A condition associated with familial predisposition to cancer of the breast and ovaries. Characteristic features in affected families are an early age of onset of breast cancer (often before age 50), increased chance of bilateral cancers (cancer that develop in both breasts, or both ovaries, independently), frequent occurrence of breast cancer among men, increased incidence of tumors of other specific organs, such as the prostate. {ECO:0000269|PubMed:20400964, ECO:0000269|PubMed:21990120, ECO:0000269|PubMed:24141787}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
18	O75368	SH3BGRL	DISEASE: Note=Promotes breast cancer progression by enhancing the interaction between E3 ligase STUB1 and PFN1, thereby promoting proteasomal degradation of PFN1 and subsequent activation of downstream signaling pathways including PI3K/AKT, NF-kB and WNT (PubMed:34331014). Promotes autophagy presumably by stabilizing the ubuiquitin-like protein ATG12 (PubMed:34870550). Enhances mRNA translation of E3 ligase STUB1 and the autophagy-related protein PIK3C3 (PubMed:34331014, PubMed:34870550). Promotes activation and phosphorylation of ERBB2 at 'Tyr-877' and 'Tyr-1196', and prolongs localization of ERBB2 to the cell membrane (PubMed:32381043). Breast cancer patients with SH3BGRL overexpression usually experience frequent relapse and poor prognosis (PubMed:32381043, PubMed:34870550). {ECO:0000269|PubMed:32381043, ECO:0000269|PubMed:34331014, ECO:0000269|PubMed:34870550}.	Homo sapiens (Human)
19	Q9H467	CUEDC2 C10orf66 HOYS6	DISEASE: Note=May predict the clinical outcome of tamoxifen therapy of breast cancer patients. Patients with tumors that highly express CUEDC2 do not respond to tamoxifen treatment as effectively as those with tumors with low expression.	Homo sapiens (Human)
20	O96017	CHEK2 CDS1 CHK2 RAD53	DISEASE: Tumor predisposition syndrome 4 (TPDS4) [MIM:609265]: A disorder characterized by an increased risk for developing various types of benign and/or malignant neoplasms that arise at an accelerated rate and in different organs. {ECO:0000269|PubMed:11719428}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Prostate cancer (PC) [MIM:176807]: A malignancy originating in tissues of the prostate. Most prostate cancers are adenocarcinomas that develop in the acini of the prostatic ducts. Other rare histopathologic types of prostate cancer that occur in approximately 5% of patients include small cell carcinoma, mucinous carcinoma, prostatic ductal carcinoma, transitional cell carcinoma, squamous cell carcinoma, basal cell carcinoma, adenoid cystic carcinoma (basaloid), signet-ring cell carcinoma and neuroendocrine carcinoma. {ECO:0000269|PubMed:12533788}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.; DISEASE: Osteogenic sarcoma (OSRC) [MIM:259500]: A sarcoma originating in bone-forming cells, affecting the ends of long bones. {ECO:0000269|PubMed:11746983}. Note=The gene represented in this entry may be involved in disease pathogenesis.; DISEASE: Breast cancer (BC) [MIM:114480]: A common malignancy originating from breast epithelial tissue. Breast neoplasms can be distinguished by their histologic pattern. Invasive ductal carcinoma is by far the most common type. Breast cancer is etiologically and genetically heterogeneous. Important genetic factors have been indicated by familial occurrence and bilateral involvement. Mutations at more than one locus can be involved in different families or even in the same case. {ECO:0000269|PubMed:12094328, ECO:0000269|PubMed:12454775, ECO:0000269|PubMed:12610780, ECO:0000269|PubMed:15818573, ECO:0000269|PubMed:21618645, ECO:0000269|PubMed:25619829}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.	Homo sapiens (Human)
21	Q9H7S9	ZNF703 ZEPPO1 ZPO1	DISEASE: Note=Luminal B breast cancers are the clinically more aggressive estrogen receptor-positive tumors. Amplification of a distal 8p12 locus occurs in around one third of the cases and ZNF703 is the single gene within the minimal amplicon. Amplification of the gene correlates with its protein expression in tumor cells. ZNF703 is a classical breast cancer oncogene since it is able to transform non-malignant cells and increase cellular proliferation.	Homo sapiens (Human)
22	P12830	CDH1 CDHE UVO	DISEASE: Diffuse gastric and lobular breast cancer syndrome (DGLBC) [MIM:137215]: A cancer predisposition syndrome with increased susceptibility to diffuse gastric cancer. Diffuse gastric cancer is a malignant disease characterized by poorly differentiated infiltrating lesions resulting in thickening of the stomach. Malignant tumors start in the stomach, can spread to the esophagus or the small intestine, and can extend through the stomach wall to nearby lymph nodes and organs. It also can metastasize to other parts of the body. In addition to gastric cancer, most female mutation carriers develop lobular carcinoma of the breast. {ECO:0000269|PubMed:10319582, ECO:0000269|PubMed:12216071, ECO:0000269|PubMed:9537325}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry. Heterozygous CDH1 germline mutations are responsible for familial cases of diffuse gastric cancer. Somatic mutations has also been found in patients with sporadic diffuse gastric cancer and lobular breast cancer.; DISEASE: Endometrial cancer (ENDMC) [MIM:608089]: A malignancy of endometrium, the mucous lining of the uterus. Most endometrial cancers are adenocarcinomas, cancers that begin in cells that make and release mucus and other fluids. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.; DISEASE: Ovarian cancer (OC) [MIM:167000]: The term ovarian cancer defines malignancies originating from ovarian tissue. Although many histologic types of ovarian tumors have been described, epithelial ovarian carcinoma is the most common form. Ovarian cancers are often asymptomatic and the recognized signs and symptoms, even of late-stage disease, are vague. Consequently, most patients are diagnosed with advanced disease. {ECO:0000269|PubMed:8075649}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.; DISEASE: Breast cancer, lobular (LBC) [MIM:137215]: A type of breast cancer that begins in the milk-producing glands (lobules) of the breast. {ECO:0000269|PubMed:17660459}. Note=The gene represented in this entry may be involved in disease pathogenesis.; DISEASE: Blepharocheilodontic syndrome 1 (BCDS1) [MIM:119580]: A form of blepharocheilodontic syndrome, a rare autosomal dominant disorder. It is characterized by lower eyelid ectropion, upper eyelid distichiasis, euryblepharon, bilateral cleft lip and palate, and features of ectodermal dysplasia, including hair anomalies, conical teeth and tooth agenesis. An additional rare manifestation is imperforate anus. There is considerable phenotypic variability among affected individuals. {ECO:0000269|PubMed:28301459}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
23	P30530	AXL UFO	DISEASE: Note=AXL and its ligand GAS6 are highly expressed in thyroid carcinoma tissues, and might thus be involved in thyroid tumorigenesis. Overexpression of AXL and its ligand was also detected in many other cancers such as myeloproliferative disorders, prostatic carcinoma cells, or breast cancer.	Homo sapiens (Human)
24	P15941	MUC1 PUM	DISEASE: Note=MUC1/CA 15-3 is used as a serological clinical marker of breast cancer to monitor response to breast cancer treatment and disease recurrence (PubMed:20816948). Decreased levels over time may be indicative of a positive response to treatment. Conversely, increased levels may indicate disease progression. At an early stage disease, only 21% of patients exhibit high MUC1/CA 15-3 levels, that is why CA 15-3 is not a useful screening test. Most antibodies target the highly immunodominant core peptide domain of 20 amino acid (APDTRPAPGSTAPPAHGVTS) tandem repeats. Some antibodies recognize glycosylated epitopes. {ECO:0000269|PubMed:20816948}.; DISEASE: Tubulointerstitial kidney disease, autosomal dominant 2 (ADTKD2) [MIM:174000]: A form of autosomal dominant tubulointerstitial kidney disease, a genetically heterogeneous disorder characterized by slowly progressive loss of kidney function, bland urinary sediment, hyperuricemia, absent or mildly increased albuminuria, lack of severe hypertension during the early stages, and normal or small kidneys on ultrasound. Renal histology shows variable abnormalities including interstitial fibrosis with tubular atrophy, microcystic dilatation of the tubules, thickening of tubular basement membranes, medullary cysts, and secondary glomerulosclerotic or glomerulocystic changes with abnormal glomerular tufting. There is significant variability, as well as incomplete penetrance. {ECO:0000269|PubMed:23396133}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
25	Q9H4H8	SACK1D C20orf129 FAM83D	DISEASE: Note=Probable proto-oncogene that regulates cell proliferation, growth, migration and epithelial to mesenchymal transition (PubMed:24344117, PubMed:24736947, PubMed:25646692). Expression increased in hepatocellular carcinoma, promotes proliferation and cell colony formation via activation of MEK/ERK signaling (PubMed:25646692). Expression increased in breast cancer; may be a prognostic indicator of poor disease-free survival (PubMed:24344117). {ECO:0000269|PubMed:24344117, ECO:0000269|PubMed:24736947, ECO:0000269|PubMed:25646692}.	Homo sapiens (Human)
