	Entry	Gene Names	Involvement in disease	Organism
10	P28340	POLD1 POLD	DISEASE: Colorectal cancer 10 (CRCS10) [MIM:612591]: A complex disease characterized by malignant lesions arising from the inner wall of the large intestine (the colon) and the rectum. Genetic alterations are often associated with progression from premalignant lesion (adenoma) to invasive adenocarcinoma. Risk factors for cancer of the colon and rectum include colon polyps, long-standing ulcerative colitis, and genetic family history. {ECO:0000269|PubMed:23263490, ECO:0000269|PubMed:24501277}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.; DISEASE: Mandibular hypoplasia, deafness, progeroid features, and lipodystrophy syndrome (MDPL) [MIM:615381]: An autosomal dominant systemic disorder characterized by prominent loss of subcutaneous fat, metabolic abnormalities including insulin resistance and diabetes mellitus, sclerodermatous skin, and a facial appearance characterized by mandibular hypoplasia. Sensorineural deafness occurs late in the first or second decades of life. {ECO:0000269|PubMed:23770608}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Immunodeficiency 120 (IMD120) [MIM:620836]: An autosomal recessive immunologic disorder manifesting in early childhood with recurrent upper and lower respiratory tract infections, lymphopenia, and hypogammaglobulinemia. Affected individuals may also develop persistent viral infections, particularly of the herpes family. Additional variable features include hearing loss, speech delay, short stature, and mildly impaired intellectual development. {ECO:0000269|PubMed:31449058, ECO:0000269|PubMed:31629014}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
11	O60443	GSDME DFNA5 ICERE1	DISEASE: Deafness, autosomal dominant, 5 (DFNA5) [MIM:600994]: A form of non-syndromic sensorineural hearing loss. Sensorineural deafness results from damage to the neural receptors of the inner ear, the nerve pathways to the brain, or the area of the brain that receives sound information. {ECO:0000269|PubMed:19911014, ECO:0000269|PubMed:24506266, ECO:0000269|PubMed:26236191, ECO:0000269|PubMed:9771715}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Note=Is a tumor suppressor gene with an important role in colorectal cancer (CRC). {ECO:0000303|PubMed:18223688}.	Homo sapiens (Human)
12	P11586	MTHFD1 MTHFC MTHFD	DISEASE: Neural tube defects, folate-sensitive (NTDFS) [MIM:601634]: The most common NTDs are open spina bifida (myelomeningocele) and anencephaly. {ECO:0000269|PubMed:12384833, ECO:0000269|PubMed:16552426, ECO:0000269|PubMed:9611072}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.; DISEASE: Colorectal cancer (CRC) [MIM:114500]: A complex disease characterized by malignant lesions arising from the inner wall of the large intestine (the colon) and the rectum. Genetic alterations are often associated with progression from premalignant lesion (adenoma) to invasive adenocarcinoma. Risk factors for cancer of the colon and rectum include colon polyps, long-standing ulcerative colitis, and genetic family history. {ECO:0000269|PubMed:17000706}. Note=Disease susceptibility may be associated with variants affecting the gene represented in this entry. Susceptibility to colorectal cancer may be associated with the missense variant p.Arg134Lys, which has been observed in about 16% of the human population. The sequence shown in this entry represents the minor allele, as it is reported in the reference genome. {ECO:0000269|PubMed:17000706}.; DISEASE: Combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia (CIMAH) [MIM:617780]: An autosomal recessive disorder due to an inborn error of folate metabolism. Variable clinical manifestations include hemolytic uremic syndrome, macrocytosis, epilepsy, hearing loss, retinopathy, mild intellectual disability, and lymphopenia. {ECO:0000269|PubMed:21813566, ECO:0000269|PubMed:25633902, ECO:0000269|PubMed:27707659}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
13	P40692	MLH1 COCA2	DISEASE: Lynch syndrome 2 (LYNCH2) [MIM:609310]: A form of Lynch syndrome, an autosomal dominant disease associated with marked increase in cancer susceptibility. It is characterized by a familial predisposition to early-onset colorectal carcinoma (CRC) and extra-colonic tumors of the gastrointestinal, urological and female reproductive tracts. Lynch syndrome is reported to be the most common form of inherited colorectal cancer in the Western world. Clinically, it is often divided into two subgroups. Type I is characterized by hereditary predisposition to colorectal cancer, a young age of onset, and carcinoma observed in the proximal colon. Type II is characterized by increased risk for cancers in certain tissues such as the uterus, ovary, breast, stomach, small intestine, skin, and larynx in addition to the colon. Diagnosis of classical Lynch syndrome is based on the Amsterdam criteria: 3 or more relatives affected by colorectal cancer, one a first degree relative of the other two; 2 or more generation affected; 1 or more colorectal cancers presenting before 50 years of age; exclusion of hereditary polyposis syndromes. The term 'suspected Lynch syndrome' or 'incomplete Lynch syndrome' can be used to describe families who do not or only partially fulfill the Amsterdam criteria, but in whom a genetic basis for colon cancer is strongly suspected. {ECO:0000269|PubMed:10323887, ECO:0000269|PubMed:10375096, ECO:0000269|PubMed:10386556, ECO:0000269|PubMed:10413423, ECO:0000269|PubMed:10480359, ECO:0000269|PubMed:10598809, ECO:0000269|PubMed:10627141, ECO:0000269|PubMed:10660333, ECO:0000269|PubMed:10671064, ECO:0000269|PubMed:10713887, ECO:0000269|PubMed:10777691, ECO:0000269|PubMed:10882759, ECO:0000269|PubMed:11139242, ECO:0000269|PubMed:11427529, ECO:0000269|PubMed:11726306, ECO:0000269|PubMed:11748856, ECO:0000269|PubMed:11754112, ECO:0000269|PubMed:11781295, ECO:0000269|PubMed:11793442, ECO:0000269|PubMed:11839723, ECO:0000269|PubMed:11870161, ECO:0000269|PubMed:12095971, ECO:0000269|PubMed:12132870, ECO:0000269|PubMed:12200596, ECO:0000269|PubMed:12362047, ECO:0000269|PubMed:12373605, ECO:0000269|PubMed:12655562, ECO:0000269|PubMed:12658575, ECO:0000269|PubMed:14635101, ECO:0000269|PubMed:14961575, ECO:0000269|PubMed:15064764, ECO:0000269|PubMed:15139004, ECO:0000269|PubMed:15365995, ECO:0000269|PubMed:15365996, ECO:0000269|PubMed:16083711, ECO:0000269|PubMed:16451135, ECO:0000269|PubMed:17301300, ECO:0000269|PubMed:17510385, ECO:0000269|PubMed:18561205, ECO:0000269|PubMed:20020535, ECO:0000269|PubMed:21120944, ECO:0000269|PubMed:22753075, ECO:0000269|PubMed:7757073, ECO:0000269|PubMed:8521398, ECO:0000269|PubMed:8566964, ECO:0000269|PubMed:8571956, ECO:0000269|PubMed:8574961, ECO:0000269|PubMed:8797773, ECO:0000269|PubMed:8872463, ECO:0000269|PubMed:8993976, ECO:0000269|PubMed:9048925, ECO:0000269|PubMed:9067757, ECO:0000269|PubMed:9218993, ECO:0000269|PubMed:9272156, ECO:0000269|PubMed:9298827, ECO:0000269|PubMed:9311737, ECO:0000269|PubMed:9326924, ECO:0000269|PubMed:9399661, ECO:0000269|PubMed:9559627, ECO:0000269|PubMed:9718327, ECO:0000269|PubMed:9833759, ECO:0000269|PubMed:9927034, ECO:0000269|Ref.5}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Mismatch repair cancer syndrome 1 (MMRCS1) [MIM:276300]: An autosomal recessive form of mismatch repair cancer syndrome, a childhood cancer predisposition syndrome encompassing a broad tumor spectrum. This includes hematological malignancies, central nervous system tumors, Lynch syndrome-associated malignancies such as colorectal tumors as well as multiple intestinal polyps, embryonic tumors and rhabdomyosarcoma. Multiple cafe-au-lait macules, a feature reminiscent of neurofibromatosis type 1, are often found as first manifestation of the underlying cancer. {ECO:0000269|PubMed:11427529, ECO:0000269|PubMed:17440981, ECO:0000269|PubMed:7661930}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Muir-Torre syndrome (MRTES) [MIM:158320]: Rare autosomal dominant disorder characterized by sebaceous neoplasms and visceral malignancy. {ECO:0000269|PubMed:8751876}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Note=Defects in MLH1 may contribute to lobular carcinoma in situ (LCIS), a non-invasive neoplastic disease of the breast.; DISEASE: Endometrial cancer (ENDMC) [MIM:608089]: A malignancy of endometrium, the mucous lining of the uterus. Most endometrial cancers are adenocarcinomas, cancers that begin in cells that make and release mucus and other fluids. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.; DISEASE: Note=Some epigenetic changes can be transmitted unchanged through the germline (termed 'epigenetic inheritance'). Evidence that this mechanism occurs in humans is provided by the identification of individuals in whom 1 allele of the MLH1 gene is epigenetically silenced throughout the soma (implying a germline event). These individuals are affected by Lynch syndrome but does not have identifiable mutations in MLH1, even though it is silenced, which demonstrates that an epimutation can phenocopy a genetic disease.; DISEASE: Colorectal cancer (CRC) [MIM:114500]: A complex disease characterized by malignant lesions arising from the inner wall of the large intestine (the colon) and the rectum. Genetic alterations are often associated with progression from premalignant lesion (adenoma) to invasive adenocarcinoma. Risk factors for cancer of the colon and rectum include colon polyps, long-standing ulcerative colitis, and genetic family history. {ECO:0000269|PubMed:10598809, ECO:0000269|PubMed:10882759, ECO:0000269|PubMed:12132870, ECO:0000269|PubMed:12655564, ECO:0000269|PubMed:14504054, ECO:0000269|PubMed:18033691, ECO:0000269|PubMed:8872463, ECO:0000269|PubMed:9032648, ECO:0000269|PubMed:9087566, ECO:0000269|PubMed:9611074}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.	Homo sapiens (Human)
14	P29320	EPHA3 ETK ETK1 HEK TYRO4	DISEASE: Colorectal cancer (CRC) [MIM:114500]: A complex disease characterized by malignant lesions arising from the inner wall of the large intestine (the colon) and the rectum. Genetic alterations are often associated with progression from premalignant lesion (adenoma) to invasive adenocarcinoma. Risk factors for cancer of the colon and rectum include colon polyps, long-standing ulcerative colitis, and genetic family history. {ECO:0000269|PubMed:12738854}. Note=The gene represented in this entry may be involved in disease pathogenesis.	Homo sapiens (Human)
15	P37173	TGFBR2	DISEASE: Hereditary non-polyposis colorectal cancer 6 (HNPCC6) [MIM:614331]: An autosomal dominant disease associated with marked increase in cancer susceptibility. It is characterized by a familial predisposition to early-onset colorectal carcinoma (CRC) and extra-colonic tumors of the gastrointestinal, urological and female reproductive tracts. HNPCC is reported to be the most common form of inherited colorectal cancer in the Western world. Clinically, HNPCC is often divided into two subgroups. Type I is characterized by hereditary predisposition to colorectal cancer, a young age of onset, and carcinoma observed in the proximal colon. Type II is characterized by increased risk for cancers in certain tissues such as the uterus, ovary, breast, stomach, small intestine, skin, and larynx in addition to the colon. Diagnosis of classical HNPCC is based on the Amsterdam criteria: 3 or more relatives affected by colorectal cancer, one a first degree relative of the other two; 2 or more generation affected; 1 or more colorectal cancers presenting before 50 years of age; exclusion of hereditary polyposis syndromes. The term 'suspected HNPCC' or 'incomplete HNPCC' can be used to describe families who do not or only partially fulfill the Amsterdam criteria, but in whom a genetic basis for colon cancer is strongly suspected. {ECO:0000269|PubMed:9590282}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Esophageal cancer (ESCR) [MIM:133239]: A malignancy of the esophagus. The most common types are esophageal squamous cell carcinoma and adenocarcinoma. Cancer of the esophagus remains a devastating disease because it is usually not detected until it has progressed to an advanced incurable stage. {ECO:0000269|PubMed:10789724}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Loeys-Dietz syndrome 2 (LDS2) [MIM:610168]: An aortic aneurysm syndrome with widespread systemic involvement, characterized by arterial tortuosity and aneurysms, hypertelorism, and bifid uvula or cleft palate. Physical findings include prominent joint laxity, easy bruising, wide and atrophic scars, velvety and translucent skin with easily visible veins, spontaneous rupture of the spleen or bowel, and catastrophic complications of pregnancy, including rupture of the gravid uterus and the arteries, either during pregnancy or in the immediate postpartum period. Some patients have craniosynostosis, exotropy, micrognathia and retrognathia, structural brain abnormalities, and intellectual deficit. {ECO:0000269|PubMed:15235604, ECO:0000269|PubMed:15731757, ECO:0000269|PubMed:16027248, ECO:0000269|PubMed:16251899, ECO:0000269|PubMed:19533785, ECO:0000269|PubMed:19883511, ECO:0000269|PubMed:20101701, ECO:0000269|PubMed:20358619, ECO:0000269|PubMed:21949523, ECO:0000269|PubMed:22113417}. Note=The disease is caused by variants affecting the gene represented in this entry. TGFBR2 mutations Cys-460 and His-460 have been reported to be associated with thoracic aortic aneurysms and dissection (TAAD). This phenotype, also known as thoracic aortic aneurysms type 3 (AAT3), is distinguised from LDS2 by having aneurysms restricted to thoracic aorta. As individuals carrying these mutations also exhibit descending aortic disease and aneurysms of other arteries (PubMed:16027248), they have been considered as LDS2 by the OMIM resource. {ECO:0000269|PubMed:16027248}.	Homo sapiens (Human)
16	Q07864	POLE POLE1	DISEASE: Colorectal cancer 12 (CRCS12) [MIM:615083]: A complex disease characterized by malignant lesions arising from the inner wall of the large intestine (the colon) and the rectum. Genetic alterations are often associated with progression from premalignant lesion (adenoma) to invasive adenocarcinoma. Risk factors for cancer of the colon and rectum include colon polyps, long-standing ulcerative colitis, and genetic family history. CRCS12 is characterized by a high-penetrance predisposition to the development of colorectal adenomas and carcinomas, with a variable tendency to develop multiple and large tumors. Onset is usually before age 40 years. The histologic features of the tumors are unremarkable. {ECO:0000269|PubMed:23263490, ECO:0000269|PubMed:24501277, ECO:0000269|PubMed:25860647, ECO:0000269|PubMed:27573199}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.; DISEASE: Facial dysmorphism, immunodeficiency, livedo, and short stature (FILS) [MIM:615139]: A syndrome characterized by mild facial dysmorphism, mainly malar hypoplasia, livedo on the skin since birth, and immunodeficiency resulting in recurrent infections. Growth impairment is observed during early childhood and results in variable short stature in adulthood. {ECO:0000269|PubMed:23230001}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Intrauterine growth retardation, metaphyseal dysplasia, adrenal hypoplasia congenita, genital anomalies, and immunodeficiency (IMAGEI) [MIM:618336]: An autosomal recessive disorder characterized by intrauterine growth retardation, postnatal growth failure, metaphyseal dysplasia, adrenal hypoplasia congenita, growth hormone deficiency, genital anomalies, and immunodeficiency resulting in increased infections. {ECO:0000269|PubMed:30503519}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
17	Q68DV7	RNF43	DISEASE: Sessile serrated polyposis cancer syndrome (SSPCS) [MIM:617108]: A rare disease characterized by multiple and/or large serrated polyps developing in the colon, and an increased personal and familial risk of colorectal cancer. A patient is diagnosed with SSPCS if at least one of the following criteria is met: the presence of at least five sessile serrated polyps proximal to the sigmoid colon, two of which are greater than 10 mm in diameter; the presence of any number of serrated polyps occurring proximal to the sigmoid colon in an individual who has a first-degree relative with serrated polyposis; the presence of more than 20 serrated polyps of any size distributed throughout the colon. Sessile serrated polyps are also known as sessile serrated adenomas (SSA) and are estimated to be responsible for 20 to 35% of all colon cancers. Individuals with SSPCS may have a strong personal or family history of extracolonic cancers. {ECO:0000269|PubMed:24512911, ECO:0000269|PubMed:27081527}. Note=Disease susceptibility may be associated with variants affecting the gene represented in this entry.	Homo sapiens (Human)
18	P07332	FES FPS	DISEASE: Note=Has been shown to act as proto-oncogene in some types of cancer, possibly due to abnormal activation of the kinase. Has been shown to act as tumor suppressor in other types of cancer. Expressed and present as activated kinase in a subset of acute myeloid leukemia patients; promotes survival of leukemia cells (PubMed:20111072). Expression is absent in K562 leukemia cells; ectopic expression of FSP/FES restores myeloid differentiation (PubMed:2656706). May function as tumor suppressor in colorectal cancer; expression is reduced or absent in samples from some colon cancer patients (PubMed:16455651). May function as tumor suppressor in melanoma by preventing melanoma cell proliferation; expression is reduced or absent in samples from some melanoma patients (PubMed:28463229). Ectopic expression of FSP/FES suppresses anchorage-independent growth in colon cancer cell lines (PubMed:16455651). Up-regulated in prostate cancer, and might be a predictor of recurrence after radical surgery (PubMed:16455651). May promote growth of renal carcinoma cells (PubMed:19082481). {ECO:0000269|PubMed:16455651, ECO:0000269|PubMed:19082481, ECO:0000269|PubMed:20111072, ECO:0000269|PubMed:2656706, ECO:0000269|PubMed:28463229}.	Homo sapiens (Human)
19	Q9NQB0	TCF7L2 TCF4	DISEASE: Note=Constitutive activation and subsequent transactivation of target genes may lead to the maintenance of stem-cell characteristics (cycling and longevity) in cells that should normally undergo terminal differentiation and constitute the primary transforming event in colorectal cancer (CRC).; DISEASE: Type 2 diabetes mellitus (T2D) [MIM:125853]: A multifactorial disorder of glucose homeostasis caused by a lack of sensitivity to insulin. Affected individuals usually have an obese body habitus and manifestations of a metabolic syndrome characterized by diabetes, insulin resistance, hypertension and hypertriglyceridemia. The disease results in long-term complications that affect the eyes, kidneys, nerves, and blood vessels. {ECO:0000269|PubMed:16415884, ECO:0000269|PubMed:24390345}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.	Homo sapiens (Human)
20	Q14191	WRN RECQ3 RECQL2	DISEASE: Werner syndrome (WRN) [MIM:277700]: A rare autosomal recessive progeroid syndrome characterized by the premature onset of multiple age-related disorders, including atherosclerosis, cancer, non-insulin-dependent diabetes mellitus, ocular cataracts and osteoporosis. The major cause of death, at a median age of 47, is myocardial infarction. {ECO:0000269|PubMed:16673358}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Colorectal cancer (CRC) [MIM:114500]: A complex disease characterized by malignant lesions arising from the inner wall of the large intestine (the colon) and the rectum. Genetic alterations are often associated with progression from premalignant lesion (adenoma) to invasive adenocarcinoma. Risk factors for cancer of the colon and rectum include colon polyps, long-standing ulcerative colitis, and genetic family history. {ECO:0000305|PubMed:24308539, ECO:0000305|PubMed:9989816}. Note=The disease may be caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
21	P84022	SMAD3 MADH3	DISEASE: Colorectal cancer (CRC) [MIM:114500]: A complex disease characterized by malignant lesions arising from the inner wall of the large intestine (the colon) and the rectum. Genetic alterations are often associated with progression from premalignant lesion (adenoma) to invasive adenocarcinoma. Risk factors for cancer of the colon and rectum include colon polyps, long-standing ulcerative colitis, and genetic family history. {ECO:0000269|PubMed:16959974}. Note=The disease may be caused by variants affecting the gene represented in this entry.; DISEASE: Loeys-Dietz syndrome 3 (LDS3) [MIM:613795]: An aortic aneurysm syndrome with widespread systemic involvement. The disorder is characterized by the triad of arterial tortuosity and aneurysms, hypertelorism, and bifid uvula or cleft palate. Patients with LDS3 also manifest early-onset osteoarthritis. They lack craniosynostosis and intellectual disability. {ECO:0000269|PubMed:21217753, ECO:0000269|PubMed:21778426}. Note=The disease is caused by variants affecting the gene represented in this entry. SMAD3 mutations have been reported to be also associated with thoracic aortic aneurysms and dissection (TAAD) (PubMed:21778426). This phenotype is distinguised from LDS3 by having aneurysms restricted to thoracic aorta. As individuals carrying these mutations also exhibit aneurysms of other arteries, including abdominal aorta, iliac, and/or intracranial arteries (PubMed:21778426), they have been classified as LDS3 by the OMIM resource. {ECO:0000269|PubMed:21778426}.	Homo sapiens (Human)
22	Q9UM73	ALK	DISEASE: Note=A chromosomal aberration involving ALK is found in a form of non-Hodgkin lymphoma. Translocation t(2;5)(p23;q35) with NPM1. The resulting chimeric NPM1-ALK protein homodimerize and the kinase becomes constitutively activated. The constitutively active fusion proteins are responsible for 5-10% of non-Hodgkin lymphomas. {ECO:0000269|PubMed:15938644}.; DISEASE: Note=A chromosomal aberration involving ALK is associated with inflammatory myofibroblastic tumors (IMTs). Translocation t(2;11)(p23;p15) with CARS; translocation t(2;4)(p23;q21) with SEC31A. {ECO:0000269|PubMed:12112524, ECO:0000269|PubMed:16161041}.; DISEASE: Note=A chromosomal aberration involving ALK is associated with anaplastic large-cell lymphoma (ALCL). Translocation t(2;17)(p23;q25) with ALO17. {ECO:0000269|PubMed:12112524}.; DISEASE: Neuroblastoma 3 (NBLST3) [MIM:613014]: A common neoplasm of early childhood arising from embryonic cells that form the primitive neural crest and give rise to the adrenal medulla and the sympathetic nervous system. {ECO:0000269|PubMed:18724359, ECO:0000269|PubMed:18923523, ECO:0000269|PubMed:18923525, ECO:0000269|PubMed:21242967, ECO:0000269|PubMed:22932897}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.; DISEASE: Note=The ALK signaling pathway plays an important role in glioblastoma, the most common malignant brain tumor of adults and one of the most lethal cancers. It regulates both glioblastoma migration and growth. {ECO:0000269|PubMed:15908427}.; DISEASE: Note=A chromosomal aberration involving ALK is found in one subject with colorectal cancer. Translocation t(2;2)(p23.1;p23.3). A 5 million base pair tandem duplication generates an in-frame WDCP-ALK gene fusion. {ECO:0000269|PubMed:22327622}.; DISEASE: Note=A chromosomal aberration involving ALK has been identified in a subset of patients with non-small-cell lung carcinoma. This aberration leads to the production of a fusion protein between the N-terminus of EML4 et the C-terminus of ALK. It is unclear whether the fusion protein is caused by a simple inversion within 2p (inv(2)(p21p23)) or whether the chromosome translocation involving 2p is more complex. When tested in a heterologous system, the fusion protein EML4-ALK possesses transforming activity that is dependent on ALK catalytic activity, possibly due to spontaneous dimerization mediated by the EML4 moiety, leading to ALK kinase activation. {ECO:0000269|PubMed:17625570}.	Homo sapiens (Human)
23	P84996	GNAS GNAS1	DISEASE: Note=Genetic variation affecting the GNAS locus is associated with GNAS hyperfunction, a condition characterized by increased trauma-related bleeding tendency, prolonged bleeding time, brachydactyly and intellectual disability. Both the XLas isoforms and the ALEX protein are mutated which strongly reduces the interaction between them and this may allow unimpeded activation of the XLas isoforms. {ECO:0000269|PubMed:12719376}.; DISEASE: ACTH-independent macronodular adrenal hyperplasia 1 (AIMAH1) [MIM:219080]: A rare adrenal defect characterized by multiple, bilateral, non-pigmented, benign, adrenocortical nodules. It results in excessive production of cortisol leading to ACTH-independent Cushing syndrome. Clinical manifestations of Cushing syndrome include facial and truncal obesity, abdominal striae, muscular weakness, osteoporosis, arterial hypertension, diabetes. {ECO:0000269|PubMed:12727968}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Pseudohypoparathyroidism 1B (PHP1B) [MIM:603233]: A disorder characterized by end-organ resistance to parathyroid hormone, hypocalcemia and hyperphosphatemia. Patients affected with PHP1B lack developmental defects characteristic of Albright hereditary osteodystrophy, and typically show no other endocrine abnormalities besides resistance to PTH. {ECO:0000269|PubMed:11029463, ECO:0000269|PubMed:11067869, ECO:0000269|PubMed:11294659, ECO:0000269|PubMed:12858292, ECO:0000269|PubMed:14561710, ECO:0000269|PubMed:15592469, ECO:0000269|PubMed:15800843}. Note=The disease is caused by variants affecting the gene represented in this entry. Most affected individuals have defects in methylation of the gene. In some cases microdeletions involving the STX16 appear to cause loss of methylation at exon A/B of GNAS, resulting in PHP1B. Paternal uniparental isodisomy have also been observed.; DISEASE: Colorectal cancer (CRC) [MIM:114500]: A complex disease characterized by malignant lesions arising from the inner wall of the large intestine (the colon) and the rectum. Genetic alterations are often associated with progression from premalignant lesion (adenoma) to invasive adenocarcinoma. Risk factors for cancer of the colon and rectum include colon polyps, long-standing ulcerative colitis, and genetic family history. Note=The disease may be caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
24	P21359	NF1	DISEASE: Neurofibromatosis 1 (NF1) [MIM:162200]: A disease characterized by patches of skin pigmentation (cafe-au-lait spots), Lisch nodules of the iris, tumors in the peripheral nervous system and fibromatous skin tumors. Individuals with the disorder have increased susceptibility to the development of benign and malignant tumors. {ECO:0000269|PubMed:10220149, ECO:0000269|PubMed:10336779, ECO:0000269|PubMed:10607834, ECO:0000269|PubMed:10712197, ECO:0000269|PubMed:10980545, ECO:0000269|PubMed:11258625, ECO:0000269|PubMed:11735023, ECO:0000269|PubMed:11857752, ECO:0000269|PubMed:12522551, ECO:0000269|PubMed:12552569, ECO:0000269|PubMed:12746402, ECO:0000269|PubMed:1302608, ECO:0000269|PubMed:15060124, ECO:0000269|PubMed:15146469, ECO:0000269|PubMed:15520408, ECO:0000269|PubMed:15523642, ECO:0000269|PubMed:15948193, ECO:0000269|PubMed:17160901, ECO:0000269|PubMed:21089070, ECO:0000269|PubMed:2114220, ECO:0000269|PubMed:21838856, ECO:0000269|PubMed:23758643, ECO:0000269|PubMed:24413922, ECO:0000269|PubMed:7981679, ECO:0000269|PubMed:8081387, ECO:0000269|PubMed:8544190, ECO:0000269|PubMed:8807336, ECO:0000269|PubMed:8834249, ECO:0000269|PubMed:9003501, ECO:0000269|PubMed:9101300, ECO:0000269|PubMed:9150739, ECO:0000269|PubMed:9298829, ECO:0000269|PubMed:9668168}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Leukemia, juvenile myelomonocytic (JMML) [MIM:607785]: An aggressive pediatric myelodysplastic syndrome/myeloproliferative disorder characterized by malignant transformation in the hematopoietic stem cell compartment with proliferation of differentiated progeny. Patients have splenomegaly, enlarged lymph nodes, rashes, and hemorrhages. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Watson syndrome (WTSN) [MIM:193520]: A syndrome characterized by the presence of pulmonary stenosis, cafe-au-lait spots, and intellectual disability. It is considered as an atypical form of neurofibromatosis. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Familial spinal neurofibromatosis (FSNF) [MIM:162210]: Considered to be an alternative form of neurofibromatosis, showing multiple spinal tumors. {ECO:0000269|PubMed:11704931}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Neurofibromatosis-Noonan syndrome (NFNS) [MIM:601321]: Characterized by manifestations of both NF1 and Noonan syndrome (NS). NS is a disorder characterized by dysmorphic facial features, short stature, hypertelorism, cardiac anomalies, deafness, motor delay, and a bleeding diathesis. {ECO:0000269|PubMed:12707950, ECO:0000269|PubMed:16380919, ECO:0000269|PubMed:19845691}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Colorectal cancer (CRC) [MIM:114500]: A complex disease characterized by malignant lesions arising from the inner wall of the large intestine (the colon) and the rectum. Genetic alterations are often associated with progression from premalignant lesion (adenoma) to invasive adenocarcinoma. Risk factors for cancer of the colon and rectum include colon polyps, long-standing ulcerative colitis, and genetic family history. Note=The gene represented in this entry may be involved in disease pathogenesis.	Homo sapiens (Human)
25	P31749	AKT1 PKB RAC	DISEASE: Breast cancer (BC) [MIM:114480]: A common malignancy originating from breast epithelial tissue. Breast neoplasms can be distinguished by their histologic pattern. Invasive ductal carcinoma is by far the most common type. Breast cancer is etiologically and genetically heterogeneous. Important genetic factors have been indicated by familial occurrence and bilateral involvement. Mutations at more than one locus can be involved in different families or even in the same case. {ECO:0000269|PubMed:17611497}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.; DISEASE: Colorectal cancer (CRC) [MIM:114500]: A complex disease characterized by malignant lesions arising from the inner wall of the large intestine (the colon) and the rectum. Genetic alterations are often associated with progression from premalignant lesion (adenoma) to invasive adenocarcinoma. Risk factors for cancer of the colon and rectum include colon polyps, long-standing ulcerative colitis, and genetic family history. Note=The gene represented in this entry may be involved in disease pathogenesis.; DISEASE: Note=Genetic variations in AKT1 may play a role in susceptibility to ovarian cancer.; DISEASE: Proteus syndrome (PROTEUSS) [MIM:176920]: A highly variable, severe disorder of asymmetric and disproportionate overgrowth of body parts, connective tissue nevi, epidermal nevi, dysregulated adipose tissue, and vascular malformations. Many features of Proteus syndrome overlap with other overgrowth syndromes. {ECO:0000269|PubMed:18954143, ECO:0000269|PubMed:21793738}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cowden syndrome 6 (CWS6) [MIM:615109]: A form of Cowden syndrome, a hamartomatous polyposis syndrome with age-related penetrance. Cowden syndrome is characterized by hamartomatous lesions affecting derivatives of ectodermal, mesodermal and endodermal layers, macrocephaly, facial trichilemmomas (benign tumors of the hair follicle infundibulum), acral keratoses, papillomatous papules, and elevated risk for development of several types of malignancy, particularly breast carcinoma in women and thyroid carcinoma in both men and women. Colon cancer and renal cell carcinoma have also been reported. Hamartomas can be found in virtually every organ, but most commonly in the skin, gastrointestinal tract, breast and thyroid. {ECO:0000269|PubMed:12176338, ECO:0000269|PubMed:23246288}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
