	Entry	Gene Names	Involvement in disease	Organism
10	O14672	ADAM10 KUZ MADM	DISEASE: Reticulate acropigmentation of Kitamura (RAK) [MIM:615537]: A rare cutaneous pigmentation disorder characterized by reticulate, slightly depressed, sharply demarcated brown macules without hypopigmentation, affecting the dorsa of the hands and feet and appearing in the first or second decade of life. The macules gradually darken and extend to the proximal regions of the extremities. The manifestations tend to progress until middle age, after which progression of the eruptions stops. The pigmentary augmentation is found on the flexor aspects of the wrists, neck, patella and olecranon. Other features include breaks in the epidermal ridges on the palms and fingers, palmoplantar pits, occasionally plantar keratoderma, and partial alopecia. {ECO:0000269|PubMed:23666529}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Alzheimer disease 18 (AD18) [MIM:615590]: A late-onset form of Alzheimer disease. Alzheimer disease is a neurodegenerative disorder characterized by progressive dementia, loss of cognitive abilities, and deposition of fibrillar amyloid proteins as intraneuronal neurofibrillary tangles, extracellular amyloid plaques and vascular amyloid deposits. The major constituents of these plaques are neurotoxic amyloid-beta protein 40 and amyloid-beta protein 42, that are produced by the proteolysis of the transmembrane APP protein. The cytotoxic C-terminal fragments (CTFs) and the caspase-cleaved products, such as C31, are also implicated in neuronal death. {ECO:0000269|PubMed:19608551, ECO:0000269|PubMed:24055016}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.	Homo sapiens (Human)
11	P35052	GPC1	DISEASE: Note=Associates (via the heparan sulfate side chains) with fibrillar APP amyloid-beta peptides in primitive and classic amyloid plaques and may be involved in the deposition of these senile plaques in the Alzheimer disease (AD) brain (PubMed:15084524). {ECO:0000269|PubMed:15084524}.; DISEASE: Note=Misprocessing of GPC1 is found in fibroblasts of patients with Niemann-Pick Type C1 disease. This is due to the defective deaminative degradation of heparan sulfate chains (PubMed:16645004). {ECO:0000269|PubMed:16645004}.	Homo sapiens (Human)
12	Q16643	DBN1 D0S117E	DISEASE: Alzheimer disease (AD) [MIM:104300]: Alzheimer disease is a neurodegenerative disorder characterized by progressive dementia, loss of cognitive abilities, and deposition of fibrillar amyloid proteins as intraneuronal neurofibrillary tangles, extracellular amyloid plaques and vascular amyloid deposits. The major constituents of these plaques are neurotoxic amyloid-beta protein 40 and amyloid-beta protein 42, that are produced by the proteolysis of the transmembrane APP protein. The cytotoxic C-terminal fragments (CTFs) and the caspase-cleaved products, such as C31, are also implicated in neuronal death. {ECO:0000269|PubMed:8838578}. Note=The protein represented in this entry may be involved in disease pathogenesis. In brains of patients with AD, decreased expression and absence from dystrophic neurites in amyloid plaques. Disappearance of debrin from the hippocampus may contribute to the pathogenesis of memory disturbance in AD. {ECO:0000269|PubMed:8838578}.	Homo sapiens (Human)
13	P78380	OLR1 CLEC8A LOX1	DISEASE: Note=Independent association genetic studies have implicated OLR1 gene variants in myocardial infarction susceptibility.; DISEASE: Note=OLR1 may be involved in Alzheimer disease (AD). Involvement in AD is however unclear: according to some authors, variations in OLR1 modify the risk of AD (PubMed:12354387, PubMed:12810610, PubMed:15976314). While according to others they do not (PubMed:15000751, PubMed:15060104). {ECO:0000269|PubMed:12384789, ECO:0000269|PubMed:12807963, ECO:0000269|PubMed:15860461}.	Homo sapiens (Human)
14	P37840	SNCA NACP PARK1	DISEASE: Note=Genetic alterations of SNCA resulting in aberrant polymerization into fibrils, are associated with several neurodegenerative diseases (synucleinopathies). SNCA fibrillar aggregates represent the major non A-beta component of Alzheimer disease amyloid plaque, and a major component of Lewy body inclusions. They are also found within Lewy body (LB)-like intraneuronal inclusions, glial inclusions and axonal spheroids in neurodegeneration with brain iron accumulation type 1.; DISEASE: Parkinson disease 1, autosomal dominant (PARK1) [MIM:168601]: A complex neurodegenerative disorder characterized by bradykinesia, resting tremor, muscular rigidity and postural instability. Additional features are characteristic postural abnormalities, dysautonomia, dystonic cramps, and dementia. The pathology of Parkinson disease involves the loss of dopaminergic neurons in the substantia nigra and the presence of Lewy bodies (intraneuronal accumulations of aggregated proteins), in surviving neurons in various areas of the brain. The disease is progressive and usually manifests after the age of 50 years, although early-onset cases (before 50 years) are known. The majority of the cases are sporadic suggesting a multifactorial etiology based on environmental and genetic factors. However, some patients present with a positive family history for the disease. Familial forms of the disease usually begin at earlier ages and are associated with atypical clinical features. {ECO:0000269|PubMed:14755719, ECO:0000269|PubMed:23427326, ECO:0000269|PubMed:23457019, ECO:0000269|PubMed:24936070, ECO:0000269|PubMed:25561023, ECO:0000269|PubMed:9197268, ECO:0000269|PubMed:9462735}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Parkinson disease 4, autosomal dominant (PARK4) [MIM:605543]: A complex neurodegenerative disorder with manifestations ranging from typical Parkinson disease to dementia with Lewy bodies. Clinical features include parkinsonian symptoms (resting tremor, rigidity, postural instability and bradykinesia), dementia, diffuse Lewy body pathology, autonomic dysfunction, hallucinations and paranoia. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Dementia, Lewy body (DLB) [MIM:127750]: A neurodegenerative disorder characterized by mental impairment leading to dementia, parkinsonism, fluctuating cognitive function, visual hallucinations, falls, syncopal episodes, and sensitivity to neuroleptic medication. Brainstem or cortical intraneuronal accumulations of aggregated proteins (Lewy bodies) are the only essential pathologic features. Patients may also have hippocampal and neocortical senile plaques, sometimes in sufficient number to fulfill the diagnostic criteria for Alzheimer disease. {ECO:0000269|PubMed:14755719}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
15	Q8IV08	PLD3	DISEASE: Spinocerebellar ataxia 46 (SCA46) [MIM:617770]: A form of spinocerebellar ataxia, a clinically and genetically heterogeneous group of cerebellar disorders. Patients show progressive incoordination of gait and often poor coordination of hands, speech and eye movements, due to degeneration of the cerebellum with variable involvement of the brainstem and spinal cord. SCA46 is a slowly progressive, autosomal dominant form with onset in adulthood. {ECO:0000269|PubMed:29053796, ECO:0000269|PubMed:30312375, ECO:0000269|PubMed:38537643, ECO:0000269|PubMed:38697119, ECO:0000269|PubMed:39423811}. Note=The disease may be caused by variants affecting the gene represented in this entry. There is limited evidence for implication of PLD3 in SCA46. Knockout mice do not present signs of cerebellar degeneration or spinocerebellar ataxia at 9 months of age, challenging the interpretation of the suggested loss-of-function mechanism for PLD3 as the SCA46-causative gene. {ECO:0000269|PubMed:30312375}.; DISEASE: Note=Genetic variants in PLD3 have been suggested to be associated with an increased risk for Alzheimer disease (PubMed:24336208, PubMed:25832409). Further studies, however, did not support PLD3 involvement in this disease (PubMed:25832408, PubMed:25832410, PubMed:25832411, PubMed:25832413, PubMed:26411346). Futhermore, it is controversial whether PLD3 plays a role in amyloid precursor protein processing (APP) or not (PubMed:24336208). In a relevant Alzheimer's disease mouse model PLD3 deficiency does not affect APP metabolism or amyloid plaque burden (PubMed:28128235). However one study shown that PLD3 influences APP processing (PubMed:24336208). {ECO:0000269|PubMed:24336208, ECO:0000269|PubMed:25832408, ECO:0000269|PubMed:25832409, ECO:0000269|PubMed:25832410, ECO:0000269|PubMed:25832411, ECO:0000269|PubMed:25832413, ECO:0000269|PubMed:26411346, ECO:0000269|PubMed:28128235}.	Homo sapiens (Human)
16	P03891	MT-ND2 MTND2 NADH2 ND2	DISEASE: Leber hereditary optic neuropathy (LHON) [MIM:535000]: A maternally inherited form of Leber hereditary optic neuropathy, a mitochondrial disease resulting in bilateral painless loss of central vision due to selective degeneration of the retinal ganglion cells and their axons. The disorder shows incomplete penetrance and male predominance. Cardiac conduction defects and neurological defects have also been described in some LHON patients. LHON results from primary mitochondrial DNA mutations affecting the respiratory chain complexes. {ECO:0000269|PubMed:1732158, ECO:0000269|PubMed:1900003}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Alzheimer disease mitochondrial (AD-MT) [MIM:502500]: Alzheimer disease is a neurodegenerative disorder characterized by progressive dementia, loss of cognitive abilities, and deposition of fibrillar amyloid proteins as intraneuronal neurofibrillary tangles, extracellular amyloid plaques and vascular amyloid deposits. The major constituents of these plaques are neurotoxic amyloid-beta protein 40 and amyloid-beta protein 42, that are produced by the proteolysis of the transmembrane APP protein. The cytotoxic C-terminal fragments (CTFs) and the caspase-cleaved products, such as C31, are also implicated in neuronal death. {ECO:0000269|PubMed:1370613}. Note=Disease susceptibility may be associated with variants affecting the gene represented in this entry.; DISEASE: Leigh syndrome (LS) [MIM:256000]: An early-onset progressive neurodegenerative disorder characterized by the presence of focal, bilateral lesions in one or more areas of the central nervous system including the brainstem, thalamus, basal ganglia, cerebellum and spinal cord. Clinical features depend on which areas of the central nervous system are involved and include subacute onset of psychomotor retardation, hypotonia, ataxia, weakness, vision loss, eye movement abnormalities, seizures, and dysphagia. {ECO:0000269|PubMed:16996290}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.	Homo sapiens (Human)
17	P10636	MAPT MAPTL MTBT1 TAU	DISEASE: Note=In Alzheimer disease, the neuronal cytoskeleton in the brain is progressively disrupted and replaced by tangles of paired helical filaments (PHF) and straight filaments, mainly composed of hyperphosphorylated forms of TAU (PHF-TAU or AD P-TAU). O-GlcNAcylation is greatly reduced in Alzheimer disease brain cerebral cortex leading to an increase in TAU/MAPT phosphorylations. {ECO:0000269|PubMed:14517953, ECO:0000269|PubMed:26086902}.; DISEASE: Frontotemporal dementia 1 (FTD1) [MIM:600274]: A form of dementia characterized by pathologic finding of frontotemporal lobar degeneration, presenile dementia with behavioral changes, deterioration of cognitive capacities and loss of memory. In some cases, parkinsonian symptoms are prominent. Neuropathological changes include frontotemporal atrophy often associated with atrophy of the basal ganglia, substantia nigra, amygdala. In most cases, protein tau deposits are found in glial cells and/or neurons. {ECO:0000269|PubMed:10208578, ECO:0000269|PubMed:10214944, ECO:0000269|PubMed:10374757, ECO:0000269|PubMed:10489057, ECO:0000269|PubMed:10553987, ECO:0000269|PubMed:10802785, ECO:0000269|PubMed:11071507, ECO:0000269|PubMed:11117541, ECO:0000269|PubMed:11278002, ECO:0000269|PubMed:11585254, ECO:0000269|PubMed:11889249, ECO:0000269|PubMed:11906000, ECO:0000269|PubMed:11921059, ECO:0000269|PubMed:12473774, ECO:0000269|PubMed:12509859, ECO:0000269|PubMed:14517953, ECO:0000269|PubMed:15883319, ECO:0000269|PubMed:16240366, ECO:0000269|PubMed:26086902, ECO:0000269|PubMed:32961270, ECO:0000269|PubMed:9629852, ECO:0000269|PubMed:9641683, ECO:0000269|PubMed:9736786, ECO:0000269|PubMed:9789048, ECO:0000269|PubMed:9973279}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Pick disease of the brain (PIDB) [MIM:172700]: A rare form of dementia pathologically defined by severe atrophy, neuronal loss and gliosis. It is characterized by the occurrence of tau-positive inclusions, swollen neurons (Pick cells) and argentophilic neuronal inclusions known as Pick bodies that disproportionally affect the frontal and temporal cortical regions. Clinical features include aphasia, apraxia, confusion, anomia, memory loss and personality deterioration. {ECO:0000269|PubMed:10604746, ECO:0000269|PubMed:11089577, ECO:0000269|PubMed:11117542, ECO:0000269|PubMed:11601501, ECO:0000269|PubMed:11891833}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Note=Defects in MAPT are a cause of corticobasal degeneration (CBD). It is marked by extrapyramidal signs and apraxia and can be associated with memory loss. Neuropathologic features may overlap Alzheimer disease, progressive supranuclear palsy, and Parkinson disease.; DISEASE: Progressive supranuclear palsy 1 (PSNP1) [MIM:601104]: Characterized by akinetic-rigid syndrome, supranuclear gaze palsy, pyramidal tract dysfunction, pseudobulbar signs and cognitive capacities deterioration. Neurofibrillary tangles and gliosis but no amyloid plaques are found in diseased brains. Most cases appear to be sporadic, with a significant association with a common haplotype including the MAPT gene and the flanking regions. Familial cases show an autosomal dominant pattern of transmission with incomplete penetrance; genetic analysis of a few cases showed the occurrence of tau mutations, including a deletion of Asn-613. {ECO:0000269|PubMed:10534245, ECO:0000269|PubMed:11220749, ECO:0000269|PubMed:12325083, ECO:0000269|PubMed:14991828, ECO:0000269|PubMed:14991829, ECO:0000269|PubMed:16157753}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Parkinson-dementia syndrome (PARDE) [MIM:260540]: A syndrome characterized by parkinsonism, tremor, rigidity, dementia, ophthalmoparesis and pyramidal signs. Neurofibrillary degeneration occurs in the hippocampus, basal ganglia and brainstem nuclei. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
18	P21554	CNR1 CNR	DISEASE: Obesity (OBESITY) [MIM:601665]: A condition characterized by an increase of body weight beyond the limitation of skeletal and physical requirements, as the result of excessive accumulation of body fat. {ECO:0000269|PubMed:18177726}. Note=The protein represented in this entry may be involved in disease pathogenesis. May contribute to the development of diet-induced obesity and several obesity-associated features, such as dyslipidemia and liver steatosis, regulating peripheral lipogenesis, energy expenditure and feeding behavior. CNR1 inverse agonists have been shown to reduce body weight and improve metabolic abnormalities in obese subjects, although adverse neuropsychiatric effects, including anxiety, irritability, and depressed mood, halted their therapeutic development (PubMed:18177726). In obese mice, peripherally restricted CNR1 inverse agonists have been shown to normalize metabolic abnormalities, including insulin resistance and fatty liver, and to reverse leptin resistance. {ECO:0000269|PubMed:18177726}.; DISEASE: Note=Dysfunction of the endogenous cannabinoid system including CNR1 has been implicated in the pathogenesis of a number of central nervous system disorders, including Huntington disease, Parkinson disease, and Alzheimer disease (PubMed:32549916). In post-mortem brains from Huntington disease patients, a progressive CNR1 loss has been observed in the caudate nucleus, putamen, and substantia nigra pars reticulata, and altered expression and abnormal endocannabinoid levels precede motor symptoms in a disease mouse model (PubMed:10828533, PubMed:19524019, PubMed:8255419). In Parkinson disease, low CNR1 expression in mid-superior frontal gyrus and mid-cingulate cortex has been associated with poor mind, poor executive functioning and poor episode memory, while patients with more severe visuospatial dysfunction showed decreased receptor availability in the precuneus, mid-cingulate, supplementary motor cortex, inferior orbitofrontal gyrus and thalamus (PubMed:31342135). In an animal model for Alzheimer disease, CNR1 heterozygous deletion has been associated with decreased levels of postsynaptic density protein 95 (DLG4/PSD95) and accelerated memory impairment, suggesting synaptic dysfunction and a crucial role for CNR1 in the progression of disease symptoms (PubMed:10828533, PubMed:19524019, PubMed:30096288, PubMed:31342135, PubMed:8255419). {ECO:0000269|PubMed:10828533, ECO:0000269|PubMed:19524019, ECO:0000269|PubMed:30096288, ECO:0000269|PubMed:31342135, ECO:0000269|PubMed:32549916, ECO:0000269|PubMed:8255419}.	Homo sapiens (Human)
19	P03886	MT-ND1 MTND1 NADH1 ND1	DISEASE: Leber hereditary optic neuropathy (LHON) [MIM:535000]: A maternally inherited form of Leber hereditary optic neuropathy, a mitochondrial disease resulting in bilateral painless loss of central vision due to selective degeneration of the retinal ganglion cells and their axons. The disorder shows incomplete penetrance and male predominance. Cardiac conduction defects and neurological defects have also been described in some LHON patients. LHON results from primary mitochondrial DNA mutations affecting the respiratory chain complexes. {ECO:0000269|PubMed:1417830, ECO:0000269|PubMed:1674640, ECO:0000269|PubMed:1900003, ECO:0000269|PubMed:1928099, ECO:0000269|PubMed:1959619, ECO:0000269|PubMed:2018041}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Mitochondrial encephalomyopathy with lactic acidosis and stroke-like episodes syndrome (MELAS) [MIM:540000]: Genetically heterogeneous disorder, characterized by episodic vomiting, seizures, and recurrent cerebral insults resembling strokes and causing hemiparesis, hemianopsia, or cortical blindness. {ECO:0000269|PubMed:8723687}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Alzheimer disease mitochondrial (AD-MT) [MIM:502500]: Alzheimer disease is a neurodegenerative disorder characterized by progressive dementia, loss of cognitive abilities, and deposition of fibrillar amyloid proteins as intraneuronal neurofibrillary tangles, extracellular amyloid plaques and vascular amyloid deposits. The major constituents of these plaques are neurotoxic amyloid-beta protein 40 and amyloid-beta protein 42, that are produced by the proteolysis of the transmembrane APP protein. The cytotoxic C-terminal fragments (CTFs) and the caspase-cleaved products, such as C31, are also implicated in neuronal death. {ECO:0000269|PubMed:8104867}. Note=Disease susceptibility may be associated with variants affecting the gene represented in this entry.; DISEASE: Type 2 diabetes mellitus (T2D) [MIM:125853]: A multifactorial disorder of glucose homeostasis caused by a lack of sensitivity to insulin. Affected individuals usually have an obese body habitus and manifestations of a metabolic syndrome characterized by diabetes, insulin resistance, hypertension and hypertriglyceridemia. The disease results in long-term complications that affect the eyes, kidneys, nerves, and blood vessels. {ECO:0000269|PubMed:15265369, ECO:0000269|PubMed:7733935}. Note=The gene represented in this entry may be involved in disease pathogenesis.	Homo sapiens (Human)
20	O00429	DNM1L DLP1 DRP1	DISEASE: Note=May be associated with Alzheimer disease through amyloid-beta-induced increased S-nitrosylation of DNM1L, which triggers, directly or indirectly, excessive mitochondrial fission, synaptic loss and neuronal damage. {ECO:0000269|PubMed:19342591}.; DISEASE: Encephalopathy due to defective mitochondrial and peroxisomal fission 1 (EMPF1) [MIM:614388]: A rare autosomal dominant systemic disorder resulting in lack of neurologic development and death in infancy. After birth, infants present in the first week of life with poor feeding and neurologic impairment, including hypotonia, little spontaneous movement, no tendon reflexes, no response to light stimulation, and poor visual fixation. Other features include mildly elevated plasma concentration of very-long-chain fatty acids, lactic acidosis, microcephaly, deep-set eyes, optic atrophy and hypoplasia, and an abnormal gyral pattern in both frontal lobes associated with dysmyelination. {ECO:0000269|PubMed:17460227, ECO:0000269|PubMed:26604000, ECO:0000269|PubMed:26992161, ECO:0000269|PubMed:27145208, ECO:0000269|PubMed:27301544, ECO:0000269|PubMed:27328748, ECO:0000269|PubMed:29899447}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Optic atrophy 5 (OPA5) [MIM:610708]: A form of optic atrophy, a disease characterized by progressive visual loss in association with a deficiency in the number of nerve fibers which arise in the retina and converge to form the optic disk, optic nerve, optic chiasm and optic tracts. OPA5 is an autosomal dominant non-syndromic form that manifests as slowly progressive visual loss with variable onset from the first to third decades. Additional ocular abnormalities may include central scotoma and dyschromatopsia. {ECO:0000269|PubMed:28969390}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
21	Q86X27	RALGPS2	DISEASE: Note=RALGPS2 is a potential candidate gene for susceptibility to Alzheimer disease linked to 1q24. {ECO:0000269|PubMed:17564960}.	Homo sapiens (Human)
