	Entry	Gene Names	Involvement in disease	Organism
10	Q9Y3I1	FBXO7 FBX7	DISEASE: Parkinson disease 15 (PARK15) [MIM:260300]: A neurodegenerative disorder characterized by parkinsonian and pyramidal signs. Clinical manifestations include tremor, bradykinesia, rigidity, postural instability, spasticity, mainly in the lower limbs, and hyperreflexia. {ECO:0000269|PubMed:18513678, ECO:0000269|PubMed:23933751, ECO:0000269|PubMed:32892229, ECO:0000269|PubMed:36646384}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
11	Q709C8	VPS13C KIAA1421	DISEASE: Parkinson disease 23, autosomal recessive, early onset (PARK23) [MIM:616840]: An autosomal recessive, early-onset form of Parkinson disease, a complex neurodegenerative disorder characterized by bradykinesia, resting tremor, muscular rigidity and postural instability, as well as by a clinically significant response to treatment with levodopa. The pathology involves the loss of dopaminergic neurons in the substantia nigra and the presence of Lewy bodies (intraneuronal accumulations of aggregated proteins), in surviving neurons in various areas of the brain. {ECO:0000269|PubMed:26942284}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
12	O75165	DNAJC13 KIAA0678 RME8	DISEASE: Parkinson disease (PARK) [MIM:168600]: A complex neurodegenerative disorder characterized by bradykinesia, resting tremor, muscular rigidity and postural instability. Additional features are characteristic postural abnormalities, dysautonomia, dystonic cramps, and dementia. The pathology of Parkinson disease involves the loss of dopaminergic neurons in the substantia nigra and the presence of Lewy bodies (intraneuronal accumulations of aggregated proteins), in surviving neurons in various areas of the brain. The disease is progressive and usually manifests after the age of 50 years, although early-onset cases (before 50 years) are known. The majority of the cases are sporadic suggesting a multifactorial etiology based on environmental and genetic factors. However, some patients present with a positive family history for the disease. Familial forms of the disease usually begin at earlier ages and are associated with atypical clinical features. {ECO:0000269|PubMed:24218364, ECO:0000269|PubMed:25393719}. Note=The gene represented in this entry may be involved in disease pathogenesis. Genetic variants in DNAJC13 (PubMed:24218364, PubMed:25393719) and TMEM230 (PubMed:27270108) have been found in the same large multigenerational family with adult-onset Parkinson disease. The pathological role of each gene and therefore the exact molecular basis of the disease is unclear. {ECO:0000305|PubMed:27270108}.	Homo sapiens (Human)
13	P37840	SNCA NACP PARK1	DISEASE: Note=Genetic alterations of SNCA resulting in aberrant polymerization into fibrils, are associated with several neurodegenerative diseases (synucleinopathies). SNCA fibrillar aggregates represent the major non A-beta component of Alzheimer disease amyloid plaque, and a major component of Lewy body inclusions. They are also found within Lewy body (LB)-like intraneuronal inclusions, glial inclusions and axonal spheroids in neurodegeneration with brain iron accumulation type 1.; DISEASE: Parkinson disease 1, autosomal dominant (PARK1) [MIM:168601]: A complex neurodegenerative disorder characterized by bradykinesia, resting tremor, muscular rigidity and postural instability. Additional features are characteristic postural abnormalities, dysautonomia, dystonic cramps, and dementia. The pathology of Parkinson disease involves the loss of dopaminergic neurons in the substantia nigra and the presence of Lewy bodies (intraneuronal accumulations of aggregated proteins), in surviving neurons in various areas of the brain. The disease is progressive and usually manifests after the age of 50 years, although early-onset cases (before 50 years) are known. The majority of the cases are sporadic suggesting a multifactorial etiology based on environmental and genetic factors. However, some patients present with a positive family history for the disease. Familial forms of the disease usually begin at earlier ages and are associated with atypical clinical features. {ECO:0000269|PubMed:14755719, ECO:0000269|PubMed:23427326, ECO:0000269|PubMed:23457019, ECO:0000269|PubMed:24936070, ECO:0000269|PubMed:25561023, ECO:0000269|PubMed:9197268, ECO:0000269|PubMed:9462735}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Parkinson disease 4, autosomal dominant (PARK4) [MIM:605543]: A complex neurodegenerative disorder with manifestations ranging from typical Parkinson disease to dementia with Lewy bodies. Clinical features include parkinsonian symptoms (resting tremor, rigidity, postural instability and bradykinesia), dementia, diffuse Lewy body pathology, autonomic dysfunction, hallucinations and paranoia. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Dementia, Lewy body (DLB) [MIM:127750]: A neurodegenerative disorder characterized by mental impairment leading to dementia, parkinsonism, fluctuating cognitive function, visual hallucinations, falls, syncopal episodes, and sensitivity to neuroleptic medication. Brainstem or cortical intraneuronal accumulations of aggregated proteins (Lewy bodies) are the only essential pathologic features. Patients may also have hippocampal and neocortical senile plaques, sometimes in sufficient number to fulfill the diagnostic criteria for Alzheimer disease. {ECO:0000269|PubMed:14755719}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
14	O75061	DNAJC6 KIAA0473	DISEASE: Parkinson disease 19A, juvenile-onset (PARK19A) [MIM:615528]: A juvenile form of Parkinson disease, a complex neurodegenerative disorder characterized by bradykinesia, resting tremor, muscular rigidity and postural instability, as well as by a clinically significant response to treatment with levodopa. The pathology involves the loss of dopaminergic neurons in the substantia nigra and the presence of Lewy bodies (intraneuronal accumulations of aggregated proteins), in surviving neurons in various areas of the brain. PARK19A is characterized by onset of parkinsonian symptoms in the first or second decade of life. Some patients may have additional neurologic features, including intellectual disability and seizures. {ECO:0000269|PubMed:22563501, ECO:0000269|PubMed:23211418, ECO:0000269|PubMed:26703368}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Parkinson disease 19B, early-onset (PARK19B) [MIM:615528]: An early-onset form of Parkinson disease, a complex neurodegenerative disorder characterized by bradykinesia, resting tremor, muscular rigidity and postural instability, as well as by a clinically significant response to treatment with levodopa. The pathology involves the loss of dopaminergic neurons in the substantia nigra and the presence of Lewy bodies (intraneuronal accumulations of aggregated proteins), in surviving neurons in various areas of the brain. PARK19B is characterized by symptoms onset in the third-to-fifth decade, slow disease progression, and prominent. response to dopaminergic therapies. Inheritance is autosomal recessive. {ECO:0000269|PubMed:26528954}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
15	Q13637	RAB32	DISEASE: Parkinson disease 26, autosomal dominant (PARK26) [MIM:620923]: An autosomal dominant form of Parkinson disease, a complex neurodegenerative disorder characterized by bradykinesia, resting tremor, muscular rigidity and postural instability, as well as by a clinically significant response to treatment with levodopa. The pathology involves the loss of dopaminergic neurons in the substantia nigra and the presence of Lewy bodies (intraneuronal accumulations of aggregated proteins), in surviving neurons in various areas of the brain. PARK26 shows incomplete penetrance. {ECO:0000269|PubMed:38614108, ECO:0000269|PubMed:38858457}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.	Homo sapiens (Human)
16	Q9UGJ0	PRKAG2	DISEASE: Wolff-Parkinson-White syndrome (WPW) [MIM:194200]: A supernormal conduction disorder characterized by the presence of one or several accessory atrioventricular connections, which can lead to episodes of sporadic tachycardia. {ECO:0000269|PubMed:11407343, ECO:0000269|PubMed:11748095, ECO:0000269|PubMed:14722619}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, familial hypertrophic, 6 (CMH6) [MIM:600858]: A hereditary heart disorder characterized by ventricular hypertrophy, which is usually asymmetric and often involves the interventricular septum. The symptoms include dyspnea, syncope, collapse, palpitations, and chest pain. They can be readily provoked by exercise. The disorder has inter- and intrafamilial variability ranging from benign to malignant forms with high risk of cardiac failure and sudden cardiac death. CMH6 patients present Wolff-Parkinson-White ventricular preexcitation, enlarged myocytes without myofiber disarray, and glycogen-containing cytosolic vacuoles within cardiomyocytes. {ECO:0000269|PubMed:11371514, ECO:0000269|PubMed:11827995}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Glycogen storage disease of heart lethal congenital (GSDH) [MIM:261740]: Rare disease which leads to death within a few weeks to a few months after birth, through heart failure and respiratory compromise. {ECO:0000269|PubMed:15877279}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
17	Q99497	PARK7	DISEASE: Parkinson disease 7 (PARK7) [MIM:606324]: A neurodegenerative disorder characterized by resting tremor, postural tremor, bradykinesia, muscular rigidity, anxiety and psychotic episodes. PARK7 has onset before 40 years, slow progression and initial good response to levodopa. Some patients may show traits reminiscent of amyotrophic lateral sclerosis-parkinsonism/dementia complex (Guam disease). {ECO:0000269|PubMed:12446870, ECO:0000269|PubMed:12851414, ECO:0000269|PubMed:12953260, ECO:0000269|PubMed:14607841, ECO:0000269|PubMed:14713311, ECO:0000269|PubMed:15254937, ECO:0000269|PubMed:15365989, ECO:0000269|PubMed:16240358, ECO:0000269|PubMed:17846173, ECO:0000269|PubMed:18785233, ECO:0000269|PubMed:19229105, ECO:0000269|PubMed:22523093, ECO:0000269|PubMed:23792957, ECO:0000269|PubMed:23847046, ECO:0000269|PubMed:26972524, ECO:0000269|PubMed:28993701, ECO:0000269|PubMed:30928208}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
18	P09936	UCHL1	DISEASE: Parkinson disease 5 (PARK5) [MIM:613643]: A complex neurodegenerative disorder with manifestations ranging from typical Parkinson disease to dementia with Lewy bodies. Clinical features include parkinsonian symptoms (resting tremor, rigidity, postural instability and bradykinesia), dementia, diffuse Lewy body pathology, autonomic dysfunction, hallucinations and paranoia. {ECO:0000269|PubMed:12408865, ECO:0000269|PubMed:12705903, ECO:0000269|PubMed:9774100}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.; DISEASE: Spastic paraplegia 79A, autosomal dominant, with ataxia (SPG79A) [MIM:620221]: A form of spastic paraplegia, a neurodegenerative disorder characterized by a slow, gradual, progressive weakness and spasticity of the lower limbs. Rate of progression and the severity of symptoms are quite variable. Initial symptoms may include difficulty with balance, weakness and stiffness in the legs, muscle spasms, and dragging the toes when walking. In some forms of the disorder, bladder symptoms (such as incontinence) may appear, or the weakness and stiffness may spread to other parts of the body. SPG79A is a slowly progressive form characterized by late-onset spastic ataxia, neuropathy, and often optic atrophy. {ECO:0000269|PubMed:35986737}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Spastic paraplegia 79B, autosomal recessive (SPG79B) [MIM:615491]: A form of spastic paraplegia, a neurodegenerative disorder characterized by a slow, gradual, progressive weakness and spasticity of the lower limbs. Rate of progression and the severity of symptoms are quite variable. Initial symptoms may include difficulty with balance, weakness and stiffness in the legs, muscle spasms, and dragging the toes when walking. In some forms of the disorder, bladder symptoms (such as incontinence) may appear, or the weakness and stiffness may spread to other parts of the body. SPG79B is characterized by childhood onset blindness, cerebellar ataxia, nystagmus, dorsal column dysfunction, and spasticity with upper motor neuron dysfunction. {ECO:0000269|PubMed:23359680, ECO:0000269|PubMed:28007905}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
19	Q15257	PTPA PPP2R4	DISEASE: Parkinson disease 25, autosomal recessive early-onset, with impaired intellectual development (PARK25) [MIM:620482]: An autosomal recessive, early-onset form of Parkinson disease, a complex neurodegenerative disorder characterized by bradykinesia, resting tremor, muscular rigidity and postural instability, as well as by a clinically significant response to treatment with levodopa. The pathology involves the loss of dopaminergic neurons in the substantia nigra and the presence of Lewy bodies (intraneuronal accumulations of aggregated proteins), in surviving neurons in various areas of the brain. PARK25 is characterized by onset of parkinsonism in late childhood or adolescence, developmental delay and intellectual disability. Cognitive impairment is mild to moderate and non-progressive. {ECO:0000269|PubMed:36073231}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
20	P62341	SELENOT SELT UNQ150/PRO176	DISEASE: Note=mRNA levels are increased more than 200-folds in the caudate putamen from Parkinson disease (PD) patients compared to control subjects. In conditional brain knockout mice, treatment with PD-inducing neurotoxins provoke rapid and severe parkinsonian-like motor defects. {ECO:0000269|PubMed:26866473}.	Homo sapiens (Human)
21	O43426	SYNJ1 INPP5G KIAA0910	DISEASE: Parkinson disease 20, early-onset (PARK20) [MIM:615530]: An early-onset form of Parkinson disease, a complex neurodegenerative disorder characterized by bradykinesia, resting tremor, muscular rigidity and postural instability, as well as by a clinically significant response to treatment with levodopa. The pathology involves the loss of dopaminergic neurons in the substantia nigra and the presence of Lewy bodies (intraneuronal accumulations of aggregated proteins), in surviving neurons in various areas of the brain. PARK20 is characterized by young adult-onset of parkinsonism. Additional features may include seizures, cognitive decline, abnormal eye movements, and dystonia. {ECO:0000269|PubMed:23804563, ECO:0000269|PubMed:23804577, ECO:0000269|PubMed:27496670, ECO:0000269|PubMed:28502045, ECO:0000269|PubMed:31751865, ECO:0000269|PubMed:33349335}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Developmental and epileptic encephalopathy 53 (DEE53) [MIM:617389]: A form of epileptic encephalopathy, a heterogeneous group of severe early-onset epilepsies characterized by refractory seizures, neurodevelopmental impairment, and poor prognosis. Development is normal prior to seizure onset, after which cognitive and motor delays become apparent. DEE53 inheritance is autosomal recessive. {ECO:0000269|PubMed:27435091}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
22	Q5S007	LRRK2 PARK8	DISEASE: Parkinson disease 8 (PARK8) [MIM:607060]: A slowly progressive neurodegenerative disorder characterized by bradykinesia, rigidity, resting tremor, postural instability, neuronal loss in the substantia nigra, and the presence of neurofibrillary MAPT (tau)-positive and Lewy bodies in some patients. {ECO:0000269|PubMed:15541308, ECO:0000269|PubMed:15541309, ECO:0000269|PubMed:15680455, ECO:0000269|PubMed:15680456, ECO:0000269|PubMed:15680457, ECO:0000269|PubMed:15726496, ECO:0000269|PubMed:15732108, ECO:0000269|PubMed:15811454, ECO:0000269|PubMed:15852371, ECO:0000269|PubMed:15880653, ECO:0000269|PubMed:15925109, ECO:0000269|PubMed:15929036, ECO:0000269|PubMed:16102999, ECO:0000269|PubMed:16157901, ECO:0000269|PubMed:16157908, ECO:0000269|PubMed:16157909, ECO:0000269|PubMed:16172858, ECO:0000269|PubMed:16240353, ECO:0000269|PubMed:16247070, ECO:0000269|PubMed:16250030, ECO:0000269|PubMed:16251215, ECO:0000269|PubMed:16269541, ECO:0000269|PubMed:16272164, ECO:0000269|PubMed:16272257, ECO:0000269|PubMed:16298482, ECO:0000269|PubMed:16321986, ECO:0000269|PubMed:16333314, ECO:0000269|PubMed:16533964, ECO:0000269|PubMed:17114044, ECO:0000269|PubMed:18213618, ECO:0000269|PubMed:21641266, ECO:0000269|PubMed:21850687, ECO:0000269|PubMed:22956510, ECO:0000269|PubMed:23395371, ECO:0000269|PubMed:25201882, ECO:0000269|PubMed:26824392, ECO:0000269|PubMed:28202711, ECO:0000269|PubMed:28720718, ECO:0000269|PubMed:29125462, ECO:0000269|PubMed:29127255, ECO:0000269|PubMed:29212815, ECO:0000269|PubMed:30209220, ECO:0000269|PubMed:30398148, ECO:0000269|PubMed:30635421}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
23	Q9NQ11	ATP13A2 PARK9	DISEASE: Kufor-Rakeb syndrome (KRS) [MIM:606693]: A rare form of autosomal recessive juvenile or early-onset, levodopa-responsive parkinsonism. In addition to typical parkinsonian signs, clinical manifestations of Kufor-Rakeb syndrome include behavioral problems, facial tremor, pyramidal tract dysfunction, supranuclear gaze palsy, and dementia. {ECO:0000269|PubMed:16964263, ECO:0000269|PubMed:17485642, ECO:0000269|PubMed:18413573, ECO:0000269|PubMed:20683840, ECO:0000269|PubMed:20853184, ECO:0000269|PubMed:21542062, ECO:0000269|PubMed:22296644, ECO:0000269|PubMed:22388936, ECO:0000269|PubMed:22768177, ECO:0000269|PubMed:28137957, ECO:0000269|PubMed:29903538, ECO:0000269|PubMed:30538141, ECO:0000269|PubMed:31996848}. Note=The disease is caused by variants affecting the gene represented in this entry. KRS has also been referred to as neuronal ceroid lipofuscinosis 12 (CLN12), due to neuronal and glial lipofuscin deposits detected in the cortex, basal nuclei and cerebellum of some patients. {ECO:0000269|PubMed:22388936}.; DISEASE: Spastic paraplegia 78, autosomal recessive (SPG78) [MIM:617225]: A form of spastic paraplegia, a neurodegenerative disorder characterized by a slow, gradual, progressive weakness and spasticity of the lower limbs. Rate of progression and the severity of symptoms are quite variable. Initial symptoms may include difficulty with balance, weakness and stiffness in the legs, muscle spasms, and dragging the toes when walking. In some forms of the disorder, bladder symptoms (such as incontinence) may appear, or the weakness and stiffness may spread to other parts of the body. {ECO:0000269|PubMed:27217339, ECO:0000269|PubMed:28137957, ECO:0000269|PubMed:38252374}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
